id,order_id,category_id,row,column,updated_at,version
1,,1,1,1,2024-06-23 12:47:44.158326,1
2,,1,1,2,2024-06-23 12:47:44.158326,1
3,,1,1,3,2024-06-23 12:47:44.158326,1
4,,1,1,4,2024-06-23 12:47:44.158326,1
5,,1,1,5,2024-06-23 12:47:44.158326,1
6,,1,1,6,2024-06-23 12:47:44.158326,1
7,,1,1,7,2024-06-23 12:47:44.158326,1
8,,1,1,8,2024-06-23 12:47:44.158326,1
9,,1,1,9,2024-06-23 12:47:44.158326,1
10,,1,1,10,2024-06-23 12:47:44.158326,1
11,,1,1,11,2024-06-23 12:47:44.158326,1
12,,1,1,12,2024-06-23 12:47:44.158326,1
13,,1,1,13,2024-06-23 12:47:44.158326,1
14,,1,1,14,2024-06-23 12:47:44.158326,1
15,,1,1,15,2024-06-23 12:47:44.158326,1
16,,1,1,16,2024-06-23 12:47:44.158326,1
17,,1,1,17,2024-06-23 12:47:44.158326,1
18,,1,1,18,2024-06-23 12:47:44.158326,1
19,,1,1,19,2024-06-23 12:47:44.158326,1
20,,1,1,20,2024-06-23 12:47:44.158326,1
21,,1,1,21,2024-06-23 12:47:44.158326,1
22,,1,1,22,2024-06-23 12:47:44.158326,1
23,,1,1,23,2024-06-23 12:47:44.158326,1
24,,1,1,24,2024-06-23 12:47:44.158326,1
25,,1,1,25,2024-06-23 12:47:44.158326,1
26,,1,1,26,2024-06-23 12:47:44.158326,1
27,,1,1,27,2024-06-23 12:47:44.158326,1
28,,1,1,28,2024-06-23 12:47:44.158326,1
29,,1,1,29,2024-06-23 12:47:44.158326,1
30,,1,1,30,2024-06-23 12:47:44.158326,1
31,,1,1,31,2024-06-23 12:47:44.158326,1
32,,1,1,32,2024-06-23 12:47:44.158326,1
33,,1,1,33,2024-06-23 12:47:44.158326,1
34,,1,1,34,2024-06-23 12:47:44.158326,1
35,,1,1,35,2024-06-23 12:47:44.158326,1
36,,1,1,36,2024-06-23 12:47:44.158326,1
37,,1,1,37,2024-06-23 12:47:44.158326,1
38,,1,1,38,2024-06-23 12:47:44.158326,1
39,,1,1,39,2024-06-23 12:47:44.158326,1
40,,1,1,40,2024-06-23 12:47:44.158326,1
41,,1,1,41,2024-06-23 12:47:44.158326,1
42,,1,1,42,2024-06-23 12:47:44.158326,1
43,,1,1,43,2024-06-23 12:47:44.158326,1
44,,1,1,44,2024-06-23 12:47:44.158326,1
45,,1,1,45,2024-06-23 12:47:44.158326,1
46,,1,1,46,2024-06-23 12:47:44.158326,1
47,,1,1,47,2024-06-23 12:47:44.158326,1
48,,1,1,48,2024-06-23 12:47:44.158326,1
49,,1,1,49,2024-06-23 12:47:44.158326,1
50,,1,1,50,2024-06-23 12:47:44.158326,1
51,,1,1,51,2024-06-23 12:47:44.158326,1
52,,1,1,52,2024-06-23 12:47:44.158326,1
53,,1,1,53,2024-06-23 12:47:44.158326,1
54,,1,1,54,2024-06-23 12:47:44.158326,1
55,,1,1,55,2024-06-23 12:47:44.158326,1
56,,1,1,56,2024-06-23 12:47:44.158326,1
57,,1,1,57,2024-06-23 12:47:44.158326,1
58,,1,1,58,2024-06-23 12:47:44.158326,1
59,,1,1,59,2024-06-23 12:47:44.158326,1
60,,1,1,60,2024-06-23 12:47:44.158326,1
61,,1,1,61,2024-06-23 12:47:44.158326,1
62,,1,1,62,2024-06-23 12:47:44.158326,1
63,,1,1,63,2024-06-23 12:47:44.158326,1
64,,1,1,64,2024-06-23 12:47:44.158326,1
65,,1,1,65,2024-06-23 12:47:44.158326,1
66,,1,1,66,2024-06-23 12:47:44.158326,1
67,,1,1,67,2024-06-23 12:47:44.158326,1
68,,1,1,68,2024-06-23 12:47:44.158326,1
69,,1,1,69,2024-06-23 12:47:44.158326,1
70,,1,1,70,2024-06-23 12:47:44.158326,1
71,,1,1,71,2024-06-23 12:47:44.158326,1
72,,1,1,72,2024-06-23 12:47:44.158326,1
73,,1,1,73,2024-06-23 12:47:44.158326,1
74,,1,1,74,2024-06-23 12:47:44.158326,1
75,,1,1,75,2024-06-23 12:47:44.158326,1
76,,1,1,76,2024-06-23 12:47:44.158326,1
77,,1,1,77,2024-06-23 12:47:44.158326,1
78,,1,1,78,2024-06-23 12:47:44.158326,1
79,,1,1,79,2024-06-23 12:47:44.158326,1
80,,1,1,80,2024-06-23 12:47:44.158326,1
81,,1,1,81,2024-06-23 12:47:44.158326,1
82,,1,1,82,2024-06-23 12:47:44.158326,1
83,,1,1,83,2024-06-23 12:47:44.158326,1
84,,1,1,84,2024-06-23 12:47:44.158326,1
85,,1,1,85,2024-06-23 12:47:44.158326,1
86,,1,1,86,2024-06-23 12:47:44.158326,1
87,,1,1,87,2024-06-23 12:47:44.158326,1
88,,1,1,88,2024-06-23 12:47:44.158326,1
89,,1,1,89,2024-06-23 12:47:44.158326,1
90,,1,1,90,2024-06-23 12:47:44.158326,1
91,,1,1,91,2024-06-23 12:47:44.158326,1
92,,1,1,92,2024-06-23 12:47:44.158326,1
93,,1,1,93,2024-06-23 12:47:44.158326,1
94,,1,1,94,2024-06-23 12:47:44.158326,1
95,,1,1,95,2024-06-23 12:47:44.158326,1
96,,1,1,96,2024-06-23 12:47:44.158326,1
97,,1,1,97,2024-06-23 12:47:44.158326,1
98,,1,1,98,2024-06-23 12:47:44.158326,1
99,,1,1,99,2024-06-23 12:47:44.158326,1
100,,1,1,100,2024-06-23 12:47:44.158326,1
101,,1,2,1,2024-06-23 12:47:44.158326,1
102,,1,2,2,2024-06-23 12:47:44.158326,1
103,,1,2,3,2024-06-23 12:47:44.158326,1
104,,1,2,4,2024-06-23 12:47:44.158326,1
105,,1,2,5,2024-06-23 12:47:44.158326,1
106,,1,2,6,2024-06-23 12:47:44.158326,1
107,,1,2,7,2024-06-23 12:47:44.158326,1
108,,1,2,8,2024-06-23 12:47:44.158326,1
109,,1,2,9,2024-06-23 12:47:44.158326,1
110,,1,2,10,2024-06-23 12:47:44.158326,1
111,,1,2,11,2024-06-23 12:47:44.158326,1
112,,1,2,12,2024-06-23 12:47:44.158326,1
113,,1,2,13,2024-06-23 12:47:44.158326,1
114,,1,2,14,2024-06-23 12:47:44.158326,1
115,,1,2,15,2024-06-23 12:47:44.158326,1
116,,1,2,16,2024-06-23 12:47:44.158326,1
117,,1,2,17,2024-06-23 12:47:44.158326,1
118,,1,2,18,2024-06-23 12:47:44.158326,1
119,,1,2,19,2024-06-23 12:47:44.158326,1
120,,1,2,20,2024-06-23 12:47:44.158326,1
121,,1,2,21,2024-06-23 12:47:44.158326,1
122,,1,2,22,2024-06-23 12:47:44.158326,1
123,,1,2,23,2024-06-23 12:47:44.158326,1
124,,1,2,24,2024-06-23 12:47:44.158326,1
125,,1,2,25,2024-06-23 12:47:44.158326,1
126,,1,2,26,2024-06-23 12:47:44.158326,1
127,,1,2,27,2024-06-23 12:47:44.158326,1
128,,1,2,28,2024-06-23 12:47:44.158326,1
129,,1,2,29,2024-06-23 12:47:44.158326,1
130,,1,2,30,2024-06-23 12:47:44.158326,1
131,,1,2,31,2024-06-23 12:47:44.158326,1
132,,1,2,32,2024-06-23 12:47:44.158326,1
133,,1,2,33,2024-06-23 12:47:44.158326,1
134,,1,2,34,2024-06-23 12:47:44.158326,1
135,,1,2,35,2024-06-23 12:47:44.158326,1
136,,1,2,36,2024-06-23 12:47:44.158326,1
137,,1,2,37,2024-06-23 12:47:44.158326,1
138,,1,2,38,2024-06-23 12:47:44.158326,1
139,,1,2,39,2024-06-23 12:47:44.158326,1
140,,1,2,40,2024-06-23 12:47:44.158326,1
141,,1,2,41,2024-06-23 12:47:44.158326,1
142,,1,2,42,2024-06-23 12:47:44.158326,1
143,,1,2,43,2024-06-23 12:47:44.158326,1
144,,1,2,44,2024-06-23 12:47:44.158326,1
145,,1,2,45,2024-06-23 12:47:44.158326,1
146,,1,2,46,2024-06-23 12:47:44.158326,1
147,,1,2,47,2024-06-23 12:47:44.158326,1
148,,1,2,48,2024-06-23 12:47:44.158326,1
149,,1,2,49,2024-06-23 12:47:44.158326,1
150,,1,2,50,2024-06-23 12:47:44.158326,1
151,,1,2,51,2024-06-23 12:47:44.158326,1
152,,1,2,52,2024-06-23 12:47:44.158326,1
153,,1,2,53,2024-06-23 12:47:44.158326,1
154,,1,2,54,2024-06-23 12:47:44.158326,1
155,,1,2,55,2024-06-23 12:47:44.158326,1
156,,1,2,56,2024-06-23 12:47:44.158326,1
157,,1,2,57,2024-06-23 12:47:44.158326,1
158,,1,2,58,2024-06-23 12:47:44.158326,1
159,,1,2,59,2024-06-23 12:47:44.158326,1
160,,1,2,60,2024-06-23 12:47:44.158326,1
161,,1,2,61,2024-06-23 12:47:44.158326,1
162,,1,2,62,2024-06-23 12:47:44.158326,1
163,,1,2,63,2024-06-23 12:47:44.158326,1
164,,1,2,64,2024-06-23 12:47:44.158326,1
165,,1,2,65,2024-06-23 12:47:44.158326,1
166,,1,2,66,2024-06-23 12:47:44.158326,1
167,,1,2,67,2024-06-23 12:47:44.158326,1
168,,1,2,68,2024-06-23 12:47:44.158326,1
169,,1,2,69,2024-06-23 12:47:44.158326,1
170,,1,2,70,2024-06-23 12:47:44.158326,1
171,,1,2,71,2024-06-23 12:47:44.158326,1
172,,1,2,72,2024-06-23 12:47:44.158326,1
173,,1,2,73,2024-06-23 12:47:44.158326,1
174,,1,2,74,2024-06-23 12:47:44.158326,1
175,,1,2,75,2024-06-23 12:47:44.158326,1
176,,1,2,76,2024-06-23 12:47:44.158326,1
177,,1,2,77,2024-06-23 12:47:44.158326,1
178,,1,2,78,2024-06-23 12:47:44.158326,1
179,,1,2,79,2024-06-23 12:47:44.158326,1
180,,1,2,80,2024-06-23 12:47:44.158326,1
181,,1,2,81,2024-06-23 12:47:44.158326,1
182,,1,2,82,2024-06-23 12:47:44.158326,1
183,,1,2,83,2024-06-23 12:47:44.158326,1
184,,1,2,84,2024-06-23 12:47:44.158326,1
185,,1,2,85,2024-06-23 12:47:44.158326,1
186,,1,2,86,2024-06-23 12:47:44.158326,1
187,,1,2,87,2024-06-23 12:47:44.158326,1
188,,1,2,88,2024-06-23 12:47:44.158326,1
189,,1,2,89,2024-06-23 12:47:44.158326,1
190,,1,2,90,2024-06-23 12:47:44.158326,1
191,,1,2,91,2024-06-23 12:47:44.158326,1
192,,1,2,92,2024-06-23 12:47:44.158326,1
193,,1,2,93,2024-06-23 12:47:44.158326,1
194,,1,2,94,2024-06-23 12:47:44.158326,1
195,,1,2,95,2024-06-23 12:47:44.158326,1
196,,1,2,96,2024-06-23 12:47:44.158326,1
197,,1,2,97,2024-06-23 12:47:44.158326,1
198,,1,2,98,2024-06-23 12:47:44.158326,1
199,,1,2,99,2024-06-23 12:47:44.158326,1
200,,1,2,100,2024-06-23 12:47:44.158326,1
201,,1,3,1,2024-06-23 12:47:44.158326,1
202,,1,3,2,2024-06-23 12:47:44.158326,1
203,,1,3,3,2024-06-23 12:47:44.158326,1
204,,1,3,4,2024-06-23 12:47:44.158326,1
205,,1,3,5,2024-06-23 12:47:44.158326,1
206,,1,3,6,2024-06-23 12:47:44.158326,1
207,,1,3,7,2024-06-23 12:47:44.158326,1
208,,1,3,8,2024-06-23 12:47:44.158326,1
209,,1,3,9,2024-06-23 12:47:44.158326,1
210,,1,3,10,2024-06-23 12:47:44.158326,1
211,,1,3,11,2024-06-23 12:47:44.158326,1
212,,1,3,12,2024-06-23 12:47:44.158326,1
213,,1,3,13,2024-06-23 12:47:44.158326,1
214,,1,3,14,2024-06-23 12:47:44.158326,1
215,,1,3,15,2024-06-23 12:47:44.158326,1
216,,1,3,16,2024-06-23 12:47:44.158326,1
217,,1,3,17,2024-06-23 12:47:44.158326,1
218,,1,3,18,2024-06-23 12:47:44.158326,1
219,,1,3,19,2024-06-23 12:47:44.158326,1
220,,1,3,20,2024-06-23 12:47:44.158326,1
221,,1,3,21,2024-06-23 12:47:44.158326,1
222,,1,3,22,2024-06-23 12:47:44.158326,1
223,,1,3,23,2024-06-23 12:47:44.158326,1
224,,1,3,24,2024-06-23 12:47:44.158326,1
